Station_ID,City,State,Latitude,Longitude,Charger_Type,Capacity_KW,Cost_Per_Unit,Status
MA-MUM-2895,Mumbai,Maharashtra,19.125916429234596,72.7973970171146,AC Slow,7.2,13.56,Operational
MA-NAS-2896,Nashik,Maharashtra,19.92569891272201,73.86401842401342,AC Slow,7.2,16.3,Operational
MA-PUN-2897,Pune,Maharashtra,18.551436313652605,73.77487127478973,Hybrid,3.3,22.44,Operational
MA-NAS-2898,Nashik,Maharashtra,20.063509673174796,73.86803245466979,DC Fast,25.0,24.78,Operational
MA-NAG-2899,Nagpur,Maharashtra,21.106431461397385,79.12882104211737,AC Slow,11.0,17.9,Operational
MA-MUM-2900,Mumbai,Maharashtra,18.989024931169215,72.86896113477869,AC Slow,11.0,21.57,Operational
MA-PUN-2901,Pune,Maharashtra,18.549673641251182,73.80687867723569,Hybrid,7.2,22.11,Operational
MA-PUN-2902,Pune,Maharashtra,18.47661575358231,73.89283415569757,Hybrid,3.3,23.56,Operational
MA-MUM-2903,Mumbai,Maharashtra,19.04141957923078,72.89239432696863,DC Fast,60.0,23.54,Operational
MA-AUR-2904,Aurangabad,Maharashtra,19.933442742270675,75.34339559443194,Hybrid,11.0,27.22,Operational
MA-MUM-2905,Mumbai,Maharashtra,19.015565275374666,72.8641991419354,AC Slow,11.0,21.75,Operational
MA-MUM-2906,Mumbai,Maharashtra,19.034157743743567,72.88437529478612,AC Slow,7.2,21.3,Operational
MA-MUM-2907,Mumbai,Maharashtra,18.961149558553632,72.67912824992577,AC Slow,7.2,17.51,Operational
MA-NAS-2908,Nashik,Maharashtra,20.141827127661436,73.8837021025631,AC Slow,3.3,19.28,Operational
MA-AUR-2909,Aurangabad,Maharashtra,19.955284908426762,75.1952730824986,Hybrid,11.0,24.15,Operational
MA-NAS-2910,Nashik,Maharashtra,20.072818291630565,73.72982614402441,AC Slow,11.0,19.38,Operational
MA-AUR-2911,Aurangabad,Maharashtra,19.782763455333765,75.3039369499084,Hybrid,3.3,22.5,Operational
MA-AUR-2912,Aurangabad,Maharashtra,19.886980889389793,75.39196079606776,AC Slow,11.0,14.25,Operational
MA-AUR-2913,Aurangabad,Maharashtra,19.66256619915498,75.27934289023597,AC Slow,11.0,12.5,Operational
MA-MUM-2914,Mumbai,Maharashtra,19.083304399146478,72.90197616422132,AC Slow,11.0,14.98,Operational
MA-PUN-2915,Pune,Maharashtra,18.515869499862617,73.85459674337473,AC Slow,11.0,20.94,Operational
MA-PUN-2916,Pune,Maharashtra,18.416432930548464,73.98109646792173,AC Slow,11.0,21.69,Operational
MA-NAS-2917,Nashik,Maharashtra,20.055091892912326,73.83539640445296,AC Slow,7.2,21.59,Operational
MA-NAS-2918,Nashik,Maharashtra,20.030746985600274,73.82032122482069,AC Slow,7.2,15.29,Operational
MA-MUM-2919,Mumbai,Maharashtra,19.06898166239397,72.86659208911394,DC Fast,60.0,18.56,Operational
MA-MUM-2920,Mumbai,Maharashtra,19.07969415374064,72.85756382709232,AC Slow,7.2,21.93,Operational
MA-MUM-2921,Mumbai,Maharashtra,19.212605763141806,72.84798092083246,AC Slow,7.2,13.35,Operational
MA-AUR-2922,Aurangabad,Maharashtra,19.970591062437148,75.34992958029203,AC Slow,3.3,21.58,Operational
MA-NAG-2923,Nagpur,Maharashtra,21.169007135857807,79.08677053357303,DC Fast,25.0,19.58,Operational
MA-MUM-2924,Mumbai,Maharashtra,19.001762441924697,72.86334345686129,AC Slow,11.0,13.77,Operational
MA-AUR-2925,Aurangabad,Maharashtra,19.888594128172265,75.52718538585695,AC Slow,3.3,17.39,Operational
MA-MUM-2926,Mumbai,Maharashtra,19.049058307185316,72.89588656349599,AC Slow,11.0,13.45,Operational
MA-NAS-2927,Nashik,Maharashtra,19.92444599454956,73.78318477596207,AC Slow,3.3,20.09,Operational
MA-AUR-2928,Aurangabad,Maharashtra,19.95897285696822,75.33073466743807,Hybrid,7.2,23.22,Operational
MA-AUR-2929,Aurangabad,Maharashtra,19.856485065818145,75.28870686753636,DC Fast,60.0,22.16,Operational
MA-PUN-2930,Pune,Maharashtra,18.490285598005297,73.88904041629738,DC Fast,25.0,19.43,Operational
MA-NAG-2931,Nagpur,Maharashtra,21.10638432175011,79.05338657905229,AC Slow,3.3,20.92,Operational
MA-MUM-2932,Mumbai,Maharashtra,19.092941484710643,72.87995607098242,AC Slow,7.2,20.52,Operational
MA-MUM-2933,Mumbai,Maharashtra,19.188139898697287,72.92564797385619,AC Slow,11.0,12.79,Operational
MA-NAS-2934,Nashik,Maharashtra,19.837496717726854,73.80411719706653,AC Slow,11.0,15.97,Operational
MA-NAG-2935,Nagpur,Maharashtra,21.08992498189195,79.06761343809919,AC Slow,7.2,17.2,Operational
MA-NAS-2936,Nashik,Maharashtra,20.026497996301885,73.77111225541616,AC Slow,7.2,21.66,Operational
MA-MUM-2937,Mumbai,Maharashtra,19.102173873016856,72.86093733069228,AC Slow,11.0,20.43,Operational
MA-NAS-2938,Nashik,Maharashtra,19.990236848164237,73.74152767014067,AC Slow,11.0,12.13,Operational
MA-MUM-2939,Mumbai,Maharashtra,19.006716816964065,72.78625265783072,AC Slow,11.0,13.0,Operational
MA-AUR-2940,Aurangabad,Maharashtra,19.94586768725438,75.343742215518,AC Slow,11.0,14.0,Operational
MA-AUR-2941,Aurangabad,Maharashtra,19.819938940480796,75.42355153938213,DC Fast,60.0,26.96,Operational
MA-AUR-2942,Aurangabad,Maharashtra,20.05231614769806,75.39064068255101,DC Fast,50.0,21.43,Operational
MA-MUM-2943,Mumbai,Maharashtra,19.228886830348703,72.85398371489896,AC Slow,3.3,14.0,Operational
MA-NAG-2944,Nagpur,Maharashtra,21.111245533310562,79.09926437812241,AC Slow,3.3,21.7,Operational
MA-MUM-2945,Mumbai,Maharashtra,19.27403489861996,72.97216578047059,AC Slow,7.2,12.49,Operational
MA-MUM-2946,Mumbai,Maharashtra,18.89386527496065,72.90151866063171,AC Slow,3.3,16.64,Operational
MA-MUM-2947,Mumbai,Maharashtra,19.148202534252572,72.86909701741119,DC Fast,150.0,24.08,Operational
MA-NAS-2948,Nashik,Maharashtra,20.017523868378987,73.86047092778587,AC Slow,11.0,18.63,Operational
MA-NAG-2949,Nagpur,Maharashtra,21.169192572571482,78.74922807476896,DC Fast,60.0,27.14,Operational
MA-NAG-2950,Nagpur,Maharashtra,21.050527607177116,79.10991857376847,Hybrid,3.3,22.27,Operational
MA-MUM-2951,Mumbai,Maharashtra,19.067663097995503,72.88818333321294,AC Slow,11.0,12.25,Operational
MA-NAG-2952,Nagpur,Maharashtra,21.195024915414503,79.0571138630759,AC Slow,11.0,18.94,Operational
MA-MUM-2953,Mumbai,Maharashtra,19.07044544728859,72.92749954501377,AC Slow,3.3,16.38,Operational
MA-MUM-2954,Mumbai,Maharashtra,19.10721986245803,72.92418114544061,AC Slow,7.2,12.27,Operational
MA-NAS-2955,Nashik,Maharashtra,19.950013025288744,74.0342424654845,DC Fast,25.0,22.59,Operational
MA-AUR-2956,Aurangabad,Maharashtra,19.837045087499806,75.30786087545756,AC Slow,3.3,20.04,Operational
MA-NAS-2957,Nashik,Maharashtra,20.14714347516558,73.82957305492243,DC Fast,50.0,22.49,Operational
MA-AUR-2958,Aurangabad,Maharashtra,19.80492048090205,75.2967043373069,DC Fast,150.0,20.35,Operational
MA-PUN-2959,Pune,Maharashtra,18.362778835277794,73.7464457366519,Hybrid,7.2,18.11,Operational
MA-MUM-2960,Mumbai,Maharashtra,19.24164742459459,72.95605387921663,Hybrid,11.0,24.67,Operational
MA-PUN-2961,Pune,Maharashtra,18.61975206139331,73.69679427054125,Hybrid,7.2,21.7,Operational
MA-MUM-2962,Mumbai,Maharashtra,19.238471756799427,72.92005211668099,Hybrid,3.3,20.48,Operational
MA-NAS-2963,Nashik,Maharashtra,20.017759661212324,73.5687184161781,AC Slow,7.2,14.88,Operational
MA-PUN-2964,Pune,Maharashtra,18.528591140323467,73.98078645871398,AC Slow,11.0,16.97,Operational
MA-AUR-2965,Aurangabad,Maharashtra,19.81436093252519,75.4166225346022,AC Slow,7.2,14.31,Operational
MA-NAG-2966,Nagpur,Maharashtra,21.146618987309505,79.08213172016882,DC Fast,60.0,23.76,Operational
MA-NAG-2967,Nagpur,Maharashtra,21.217062665377853,79.09431485757533,AC Slow,11.0,12.16,Operational
MA-NAG-2968,Nagpur,Maharashtra,21.146548989820975,79.02259900901637,DC Fast,60.0,24.26,Operational
MA-AUR-2969,Aurangabad,Maharashtra,19.902165679086004,75.3230057194253,AC Slow,11.0,12.86,Operational
MA-MUM-2970,Mumbai,Maharashtra,19.086097837964633,72.91533900467394,Hybrid,7.2,26.72,Operational
MA-AUR-2971,Aurangabad,Maharashtra,19.895407073174336,75.35175187837315,AC Slow,7.2,18.29,Operational
MA-AUR-2972,Aurangabad,Maharashtra,19.988158916213965,75.36295767653765,AC Slow,3.3,16.74,Operational
MA-MUM-2973,Mumbai,Maharashtra,19.145372975949876,72.83336800930853,AC Slow,11.0,15.18,Operational
MA-NAS-2974,Nashik,Maharashtra,19.86399187107735,73.61238645996873,Hybrid,11.0,24.62,Operational
MA-MUM-2975,Mumbai,Maharashtra,19.115474678068402,72.97381648722387,AC Slow,11.0,21.99,Operational
MA-AUR-2976,Aurangabad,Maharashtra,19.76078914310849,75.33650668275945,Hybrid,11.0,25.28,Operational
MA-MUM-2977,Mumbai,Maharashtra,18.973078434701772,72.69618861333304,DC Fast,25.0,22.43,Operational
MA-AUR-2978,Aurangabad,Maharashtra,19.84072783012975,75.3507169202203,DC Fast,50.0,26.62,Operational
MA-NAS-2979,Nashik,Maharashtra,19.98639469643644,73.9396777268997,AC Slow,7.2,17.3,Operational
MA-NAS-2980,Nashik,Maharashtra,20.00761746936449,73.72784150283799,AC Slow,7.2,12.89,Operational
MA-NAG-2981,Nagpur,Maharashtra,21.15460072249441,79.04998880296486,AC Slow,7.2,12.05,Operational
MA-MUM-2982,Mumbai,Maharashtra,19.016013997471138,72.85368892397386,AC Slow,3.3,19.51,Operational
MA-PUN-2983,Pune,Maharashtra,18.59484094795426,73.81078470545587,DC Fast,150.0,20.77,Operational
MA-NAG-2984,Nagpur,Maharashtra,21.025303205349676,79.11825318186409,AC Slow,3.3,19.29,Operational
MA-AUR-2985,Aurangabad,Maharashtra,19.874698458109798,75.295581687914,AC Slow,11.0,18.89,Operational
MA-MUM-2986,Mumbai,Maharashtra,19.097269200112947,72.85059254960294,Hybrid,3.3,21.19,Operational
MA-MUM-2987,Mumbai,Maharashtra,19.119440492441164,72.80527713477252,AC Slow,11.0,12.34,Operational
MA-MUM-2988,Mumbai,Maharashtra,18.94223129743941,73.04161693189982,Hybrid,3.3,27.47,Operational
MA-PUN-2989,Pune,Maharashtra,18.52100669727833,73.88220069845518,AC Slow,11.0,19.59,Operational
MA-PUN-2990,Pune,Maharashtra,18.6811514692571,73.68274285100625,DC Fast,150.0,24.5,Operational
MA-MUM-2991,Mumbai,Maharashtra,19.15832675232419,72.86241793646447,DC Fast,60.0,22.46,Operational
MA-MUM-2992,Mumbai,Maharashtra,19.048079738410227,73.01923533363545,AC Slow,11.0,19.72,Operational
MA-AUR-2993,Aurangabad,Maharashtra,19.89228275383449,75.41162412271298,Hybrid,11.0,24.77,Operational
MA-NAS-2994,Nashik,Maharashtra,19.84962944436723,73.76795428231769,AC Slow,7.2,13.15,Operational
MA-AUR-2995,Aurangabad,Maharashtra,19.771596103269108,75.35135533689827,DC Fast,150.0,19.79,Operational
MA-MUM-2996,Mumbai,Maharashtra,19.03097410650738,72.8163840680622,AC Slow,3.3,21.84,Operational
MA-NAS-2997,Nashik,Maharashtra,19.887974391942095,73.88654897677654,AC Slow,7.2,13.36,Operational
MA-NAG-2998,Nagpur,Maharashtra,21.252897419981696,79.14784656028633,AC Slow,3.3,19.83,Operational
MA-NAG-2999,Nagpur,Maharashtra,21.10740843907378,79.09638966018885,AC Slow,7.2,17.65,Operational
MA-MUM-3000,Mumbai,Maharashtra,19.035864314131334,72.71318257324035,DC Fast,50.0,24.77,Operational
MA-NAS-3001,Nashik,Maharashtra,19.899878634788138,73.67670406771374,DC Fast,150.0,22.33,Operational
MA-MUM-3002,Mumbai,Maharashtra,18.930323851294418,72.93816261001305,AC Slow,3.3,20.58,Operational
MA-MUM-3003,Mumbai,Maharashtra,19.226119913532916,72.9635743372153,DC Fast,25.0,21.02,Operational
MA-MUM-3004,Mumbai,Maharashtra,19.046234357300598,72.80058360350027,AC Slow,3.3,21.67,Operational
MA-MUM-3005,Mumbai,Maharashtra,19.282252529295075,72.97675204239498,AC Slow,3.3,15.81,Operational
MA-PUN-3006,Pune,Maharashtra,18.50692167307581,73.83274833540798,AC Slow,11.0,12.48,Operational
MA-MUM-3007,Mumbai,Maharashtra,19.111114350551777,72.84826478019902,AC Slow,7.2,16.1,Operational
MA-MUM-3008,Mumbai,Maharashtra,19.135167460233603,72.80127480683815,DC Fast,25.0,23.48,Operational
MA-MUM-3009,Mumbai,Maharashtra,19.06545263923974,72.8555906076812,AC Slow,7.2,21.59,Operational
MA-MUM-3010,Mumbai,Maharashtra,19.28546940308798,73.01620788818494,DC Fast,25.0,18.44,Operational
MA-AUR-3011,Aurangabad,Maharashtra,19.941015715520344,75.2964964734595,AC Slow,11.0,19.09,Operational
MA-MUM-3012,Mumbai,Maharashtra,19.057303310627734,72.86445234066807,AC Slow,3.3,16.97,Operational
MA-AUR-3013,Aurangabad,Maharashtra,19.887279245589667,75.35440797201008,AC Slow,11.0,13.19,Operational
MA-AUR-3014,Aurangabad,Maharashtra,19.798309938084284,75.31200681991714,DC Fast,150.0,21.87,Operational
MA-NAG-3015,Nagpur,Maharashtra,21.174185890698574,79.07725625834493,AC Slow,11.0,13.53,Operational
MA-MUM-3016,Mumbai,Maharashtra,19.164168680300904,72.70803383504192,DC Fast,150.0,23.42,Operational
MA-MUM-3017,Mumbai,Maharashtra,19.03545058353154,72.90692846076597,AC Slow,3.3,13.15,Operational
MA-MUM-3018,Mumbai,Maharashtra,19.064460776314498,72.98355634174494,AC Slow,3.3,18.13,Operational
MA-NAG-3019,Nagpur,Maharashtra,21.15753687279713,79.06813286110844,AC Slow,11.0,21.78,Operational
MA-NAS-3020,Nashik,Maharashtra,19.86221443994221,73.82687634645619,AC Slow,3.3,20.98,Operational
MA-MUM-3021,Mumbai,Maharashtra,19.018901021666096,72.88701690417294,AC Slow,11.0,19.43,Operational
MA-MUM-3022,Mumbai,Maharashtra,19.057612825582027,72.87233872987244,AC Slow,3.3,15.95,Operational
MA-MUM-3023,Mumbai,Maharashtra,19.10259417493476,72.84726284483439,AC Slow,7.2,18.61,Operational
MA-NAG-3024,Nagpur,Maharashtra,21.042158396748192,79.14630015418763,AC Slow,3.3,14.81,Operational
MA-PUN-3025,Pune,Maharashtra,18.637890682490262,73.86629275079862,AC Slow,7.2,14.0,Operational
MA-MUM-3026,Mumbai,Maharashtra,19.234399831510093,73.01175142643564,Hybrid,11.0,18.93,Operational
MA-PUN-3027,Pune,Maharashtra,18.525308920248513,73.74376231235476,AC Slow,3.3,16.45,Operational
MA-NAG-3028,Nagpur,Maharashtra,21.089504611472297,79.05092385145366,Hybrid,11.0,27.07,Operational
MA-NAS-3029,Nashik,Maharashtra,19.818165681098254,73.8312919308502,AC Slow,7.2,14.82,Operational
MA-MUM-3030,Mumbai,Maharashtra,19.04569467628095,72.59847476267551,AC Slow,11.0,16.03,Operational
MA-NAS-3031,Nashik,Maharashtra,19.92672928621548,73.79791854689144,DC Fast,150.0,25.33,Operational
MA-NAG-3032,Nagpur,Maharashtra,21.48750830055042,78.89743517059419,AC Slow,7.2,15.51,Operational
MA-MUM-3033,Mumbai,Maharashtra,19.18284532566726,72.9353081811376,DC Fast,25.0,18.87,Operational
MA-NAG-3034,Nagpur,Maharashtra,21.164566326213954,79.1439111406797,AC Slow,7.2,12.3,Operational
MA-MUM-3035,Mumbai,Maharashtra,19.111451854941535,73.11033318128162,DC Fast,25.0,25.67,Operational
MA-MUM-3036,Mumbai,Maharashtra,19.138292368651577,72.80145557759137,AC Slow,3.3,18.09,Operational
MA-MUM-3037,Mumbai,Maharashtra,19.07620127697906,72.97546537153454,AC Slow,7.2,14.0,Operational
MA-PUN-3038,Pune,Maharashtra,18.54785830518722,73.94038246742966,DC Fast,60.0,23.77,Operational
MA-MUM-3039,Mumbai,Maharashtra,18.93362073480184,72.92907914717269,AC Slow,11.0,14.23,Operational
MA-NAG-3040,Nagpur,Maharashtra,21.151983079164385,79.0756580945828,AC Slow,3.3,18.71,Operational
MA-NAS-3041,Nashik,Maharashtra,20.000812019885533,73.75395978523434,AC Slow,11.0,21.24,Operational
MA-AUR-3042,Aurangabad,Maharashtra,19.83031073057115,75.29620275949912,AC Slow,11.0,16.17,Operational
MA-NAG-3043,Nagpur,Maharashtra,21.143351228319624,79.17137327891024,AC Slow,3.3,19.35,Operational
MA-NAG-3044,Nagpur,Maharashtra,21.16121143566481,79.10703823207432,AC Slow,11.0,21.13,Operational
MA-MUM-3045,Mumbai,Maharashtra,19.100198094195825,72.85093811852657,Hybrid,7.2,26.24,Operational
MA-AUR-3046,Aurangabad,Maharashtra,19.80660019644407,75.33048237351126,AC Slow,7.2,12.54,Operational
MA-MUM-3047,Mumbai,Maharashtra,19.152636512102326,72.71017831393893,DC Fast,25.0,25.83,Operational
MA-NAS-3048,Nashik,Maharashtra,20.017384905352564,73.65183337594428,AC Slow,11.0,20.3,Operational
MA-MUM-3049,Mumbai,Maharashtra,19.040747905986905,72.8944944623947,Hybrid,11.0,19.13,Operational
MA-PUN-3050,Pune,Maharashtra,18.380181675839054,74.1243262460248,DC Fast,25.0,22.74,Operational
MA-NAS-3051,Nashik,Maharashtra,20.058003055396586,73.7191367547148,Hybrid,3.3,25.0,Operational
MA-NAG-3052,Nagpur,Maharashtra,21.039018267986762,79.13378130052836,AC Slow,3.3,13.98,Operational
MA-AUR-3053,Aurangabad,Maharashtra,19.864037412415055,75.37180801356197,AC Slow,3.3,13.86,Operational
MA-MUM-3054,Mumbai,Maharashtra,19.152984058576028,73.13208217967261,AC Slow,3.3,19.31,Operational
MA-MUM-3055,Mumbai,Maharashtra,19.091686682526213,72.86311921534264,AC Slow,11.0,18.86,Operational
MA-MUM-3056,Mumbai,Maharashtra,19.111148742035073,72.83647124341583,AC Slow,11.0,17.66,Operational
MA-NAG-3057,Nagpur,Maharashtra,21.166198826336714,79.05866860151296,AC Slow,3.3,18.1,Operational
MA-MUM-3058,Mumbai,Maharashtra,18.90367575367227,72.82916791045241,Hybrid,11.0,25.64,Operational
MA-NAG-3059,Nagpur,Maharashtra,21.03532190105323,79.14509894249758,Hybrid,3.3,20.38,Operational
MA-MUM-3060,Mumbai,Maharashtra,18.929232399409187,72.9136437717464,AC Slow,11.0,20.12,Operational
MA-NAG-3061,Nagpur,Maharashtra,21.060780714181046,79.24705848727537,Hybrid,11.0,24.89,Operational
MA-MUM-3062,Mumbai,Maharashtra,19.149299955752387,72.80470593560301,AC Slow,3.3,21.37,Operational
MA-MUM-3063,Mumbai,Maharashtra,19.034630678863362,72.84603882994615,Hybrid,3.3,23.89,Operational
MA-PUN-3064,Pune,Maharashtra,18.517802174570907,73.83410430220337,AC Slow,7.2,18.88,Operational
MA-NAG-3065,Nagpur,Maharashtra,21.0658110240002,79.06823912421657,AC Slow,11.0,12.31,Operational
MA-NAS-3066,Nashik,Maharashtra,19.83013584829603,73.79514310854358,AC Slow,3.3,12.14,Operational
MA-AUR-3067,Aurangabad,Maharashtra,19.673981849664404,75.62607416206377,AC Slow,7.2,12.56,Operational
MA-PUN-3068,Pune,Maharashtra,18.567018036183136,73.90702604662812,AC Slow,3.3,20.9,Operational
MA-AUR-3069,Aurangabad,Maharashtra,19.856581721853217,75.36171156705922,DC Fast,50.0,21.96,Operational
MA-PUN-3070,Pune,Maharashtra,18.620517615298436,73.7651011336137,AC Slow,11.0,13.35,Operational
MA-NAG-3071,Nagpur,Maharashtra,21.142837496138874,79.09069014546705,DC Fast,60.0,21.05,Operational
MA-NAS-3072,Nashik,Maharashtra,20.05105878360224,73.82605279128498,Hybrid,11.0,26.5,Operational
MA-PUN-3073,Pune,Maharashtra,18.51047152827556,73.81376906029026,DC Fast,60.0,25.22,Operational
MA-MUM-3074,Mumbai,Maharashtra,19.095818507798562,72.80641133484313,Hybrid,7.2,24.05,Operational
MA-PUN-3075,Pune,Maharashtra,18.55484143932412,73.85471437624506,AC Slow,7.2,17.13,Operational
MA-NAG-3076,Nagpur,Maharashtra,21.056363120897018,79.05232646928535,AC Slow,3.3,21.58,Operational
MA-NAG-3077,Nagpur,Maharashtra,21.07939983256072,79.0869193757305,DC Fast,50.0,26.89,Operational
MA-PUN-3078,Pune,Maharashtra,18.50733824806839,73.8700336604245,DC Fast,50.0,26.32,Operational
MA-MUM-3079,Mumbai,Maharashtra,19.08060870588157,72.92265885972765,AC Slow,3.3,15.85,Operational
MA-NAG-3080,Nagpur,Maharashtra,21.193084179000202,78.96639459213651,Hybrid,11.0,26.86,Operational
MA-MUM-3081,Mumbai,Maharashtra,18.859086971575817,73.1157090970001,AC Slow,3.3,14.54,Operational
MA-NAG-3082,Nagpur,Maharashtra,20.93892272578011,79.27167835002456,AC Slow,3.3,20.31,Operational
MA-AUR-3083,Aurangabad,Maharashtra,19.86021644938226,75.22629811508253,AC Slow,11.0,12.26,Operational
MA-NAG-3084,Nagpur,Maharashtra,21.055197150483277,79.015886021608,AC Slow,3.3,15.95,Operational
MA-MUM-3085,Mumbai,Maharashtra,19.209756779684316,72.99731183871211,AC Slow,11.0,14.67,Operational
MA-MUM-3086,Mumbai,Maharashtra,18.971675340201166,72.89973571711224,DC Fast,60.0,22.02,Operational
MA-MUM-3087,Mumbai,Maharashtra,19.160629212852456,72.81428738272425,AC Slow,3.3,18.2,Operational
MA-AUR-3088,Aurangabad,Maharashtra,19.9425092995802,75.18372441199095,AC Slow,3.3,15.12,Operational
MA-AUR-3089,Aurangabad,Maharashtra,19.824324466961368,75.28796720074507,DC Fast,60.0,19.76,Operational
MA-NAS-3090,Nashik,Maharashtra,19.966624274331956,73.78961576636571,AC Slow,3.3,19.51,Operational
MA-NAS-3091,Nashik,Maharashtra,19.92500263802793,73.73614899106958,AC Slow,11.0,17.88,Operational
MA-MUM-3092,Mumbai,Maharashtra,19.240451945086598,72.97995667965262,DC Fast,150.0,18.49,Operational
MA-MUM-3093,Mumbai,Maharashtra,19.15018690104894,72.86001920366708,DC Fast,50.0,18.91,Operational
MA-MUM-3094,Mumbai,Maharashtra,19.199099718413457,72.91544283603803,Hybrid,7.2,21.45,Operational
MA-MUM-3095,Mumbai,Maharashtra,19.024049332658105,72.69411275836522,AC Slow,3.3,13.66,Operational
MA-MUM-3096,Mumbai,Maharashtra,19.005383904373396,72.92729072128702,DC Fast,50.0,27.54,Operational
MA-MUM-3097,Mumbai,Maharashtra,19.089470508767047,72.88549186230676,AC Slow,7.2,20.41,Operational
MA-MUM-3098,Mumbai,Maharashtra,19.099378215789347,72.9177022508224,DC Fast,50.0,24.01,Operational
MA-NAS-3099,Nashik,Maharashtra,19.987652122673634,73.80575071331072,AC Slow,3.3,15.94,Operational
MA-MUM-3100,Mumbai,Maharashtra,19.153677879740243,72.87948661684138,DC Fast,60.0,19.44,Operational
MA-MUM-3101,Mumbai,Maharashtra,19.051028405247166,72.8054642353442,AC Slow,11.0,16.88,Operational
MA-PUN-3102,Pune,Maharashtra,18.37135729358604,73.94342032399625,AC Slow,11.0,15.84,Operational
MA-NAG-3103,Nagpur,Maharashtra,21.17967410673399,79.13742981342297,Hybrid,11.0,19.4,Operational
MA-AUR-3104,Aurangabad,Maharashtra,20.03133974511203,75.48515000938652,AC Slow,11.0,19.08,Operational
MA-PUN-3105,Pune,Maharashtra,18.504300485631525,73.88005372870434,DC Fast,25.0,18.91,Operational
MA-MUM-3106,Mumbai,Maharashtra,19.179402018768275,72.96150787504176,AC Slow,11.0,14.76,Operational
MA-AUR-3107,Aurangabad,Maharashtra,19.802567871351503,75.49152714264451,DC Fast,25.0,19.66,Operational
MA-NAG-3108,Nagpur,Maharashtra,21.090803898690357,79.11485457970076,DC Fast,150.0,21.15,Operational
MA-PUN-3109,Pune,Maharashtra,18.744185190650153,73.71231467803031,AC Slow,7.2,16.51,Operational
MA-MUM-3110,Mumbai,Maharashtra,19.08995916681539,72.90014768699508,DC Fast,60.0,25.22,Operational
MA-MUM-3111,Mumbai,Maharashtra,19.105568752104812,72.8545786968079,AC Slow,3.3,15.35,Operational
MA-MUM-3112,Mumbai,Maharashtra,19.01898375192054,72.8557343590621,Hybrid,3.3,25.11,Operational
MA-MUM-3113,Mumbai,Maharashtra,19.033608837997388,72.85803615635604,DC Fast,60.0,22.76,Operational
MA-AUR-3114,Aurangabad,Maharashtra,19.894087443070312,75.31153932984958,Hybrid,7.2,22.5,Operational
MA-PUN-3115,Pune,Maharashtra,18.55553388521803,73.85938688402196,DC Fast,50.0,21.24,Operational
MA-MUM-3116,Mumbai,Maharashtra,19.05311534869746,72.95830575559837,DC Fast,60.0,22.1,Operational
MA-PUN-3117,Pune,Maharashtra,18.5120534029416,73.69631045831355,AC Slow,11.0,14.58,Operational
MA-MUM-3118,Mumbai,Maharashtra,19.10350997137455,73.0316222385916,AC Slow,7.2,16.09,Operational
MA-MUM-3119,Mumbai,Maharashtra,19.06625188338932,72.85828104724465,AC Slow,7.2,19.51,Operational
MA-NAS-3120,Nashik,Maharashtra,20.02077720417114,73.77704233092192,AC Slow,11.0,18.59,Operational
MA-PUN-3121,Pune,Maharashtra,18.561111332269906,73.85445404714156,AC Slow,3.3,15.91,Operational
MA-AUR-3122,Aurangabad,Maharashtra,19.76647963687434,75.09430198219792,DC Fast,150.0,21.47,Operational
MA-AUR-3123,Aurangabad,Maharashtra,19.71002465904636,75.26516358780684,AC Slow,11.0,16.55,Operational
MA-MUM-3124,Mumbai,Maharashtra,19.07520047622522,72.91999743237551,AC Slow,3.3,19.65,Operational
MA-NAS-3125,Nashik,Maharashtra,20.108232641282495,73.85110652924367,Hybrid,3.3,21.38,Operational
MA-AUR-3126,Aurangabad,Maharashtra,19.935709987181447,75.37001372168383,AC Slow,3.3,12.17,Operational
MA-NAS-3127,Nashik,Maharashtra,20.027979421052105,73.92542394509088,AC Slow,3.3,21.97,Operational
MA-MUM-3128,Mumbai,Maharashtra,19.017885552922113,72.68548740176813,DC Fast,25.0,21.69,Operational
MA-NAS-3129,Nashik,Maharashtra,19.951025237159357,73.82804931980654,DC Fast,60.0,19.28,Operational
MA-AUR-3130,Aurangabad,Maharashtra,19.741490197572954,75.38405355781704,AC Slow,7.2,18.7,Operational
MA-AUR-3131,Aurangabad,Maharashtra,19.88670840522725,75.34831762694111,AC Slow,11.0,14.92,Operational
MA-NAS-3132,Nashik,Maharashtra,20.054196736803302,73.84496934278475,AC Slow,7.2,17.32,Operational
MA-MUM-3133,Mumbai,Maharashtra,19.03680586068589,72.86198731111716,Hybrid,3.3,23.81,Operational
MA-NAS-3134,Nashik,Maharashtra,20.086337848870198,73.77454500695748,AC Slow,3.3,12.43,Operational
MA-MUM-3135,Mumbai,Maharashtra,19.01016843741977,72.80484007425498,DC Fast,150.0,20.53,Operational
MA-MUM-3136,Mumbai,Maharashtra,19.090568656486447,73.2542240095382,AC Slow,11.0,19.42,Operational
MA-NAG-3137,Nagpur,Maharashtra,21.06166935041637,79.0232440773412,AC Slow,3.3,18.1,Operational
MA-MUM-3138,Mumbai,Maharashtra,19.193576151905813,72.99173667975785,DC Fast,60.0,22.57,Operational
MA-AUR-3139,Aurangabad,Maharashtra,19.982398748286325,75.2255027597842,Hybrid,7.2,25.47,Operational
